"","time","depth","obs_flag","forecast","data_assimilation","statistic","species_1","species_2"
"338",2001-03-18,1,1,0,0,"se",1.08695587688071,8.62885339286205
"339",2001-03-18,1,1,0,0,"Conf_interv_02.5",5.64541692687365,3.77955095748835
"340",2001-03-18,1,1,0,0,"Conf_interv_97.5",8.83139440054641,25.0520651260081
"341",2001-03-18,1,2,0,0,"mean",7.17099517431382,15.1247432725816
"342",2001-03-18,1,2,0,0,"sd",0.990550631806327,8.67625408554
"343",2001-03-18,1,2,0,0,"Pred_interv_0.25",5.55223810680441,3.9606983092281
"344",2001-03-18,1,2,0,0,"Conf_interv_97.5",8.44317040806941,25.3521719301461
"345",2001-03-18,3,1,0,0,"mean",6.99881106140603,14.2990242800482
"346",2001-03-18,3,1,0,0,"se",1.14142824039002,11.4410007292854
"347",2001-03-18,3,1,0,0,"Conf_interv_02.5",5.43924038608239,0.955103764807385
"348",2001-03-18,3,1,0,0,"Conf_interv_97.5",8.37402333666958,26.2397802680238
"349",2001-03-18,3,2,0,0,"mean",6.93842324937402,14.3817192765198
"350",2001-03-18,3,2,0,0,"sd",1.16328538300059,11.5003432457162
"351",2001-03-18,3,2,0,0,"Pred_interv_0.25",5.09121915172652,1.04710689243465
"352",2001-03-18,3,2,0,0,"Conf_interv_97.5",8.18955618081705,26.2771559335382
"353",2001-03-18,5,1,0,0,"mean",6.87143719879942,19.4942070395473
"354",2001-03-18,5,1,0,0,"se",0.948973073647832,6.4254558035416
"355",2001-03-18,5,1,0,0,"Conf_interv_02.5",5.66643020748131,6.22518515783354
"356",2001-03-18,5,1,0,0,"Conf_interv_97.5",8.41721976678606,24.7516809573013
"357",2001-03-18,5,2,0,0,"mean",7.01398205542068,19.5258355773864
"358",2001-03-18,5,2,0,0,"sd",0.677842212186163,6.42907265606857
"359",2001-03-18,5,2,0,0,"Pred_interv_0.25",6.19789585327145,6.13975916049379
"360",2001-03-18,5,2,0,0,"Conf_interv_97.5",7.95150204499147,24.6673827235489
"361",2001-03-19,1,1,0,0,"mean",6.93253370284061,15.835649194635
"362",2001-03-19,1,1,0,0,"se",1.29929434968913,7.09735070210868
"363",2001-03-19,1,1,0,0,"Conf_interv_02.5",5.5885614645543,5.49521644352491
"364",2001-03-19,1,1,0,0,"Conf_interv_97.5",8.91756880459157,25.9909436485021
"365",2001-03-19,1,2,0,0,"mean",6.95252832079543,15.880404056998
"366",2001-03-19,1,2,0,0,"sd",1.29177234772105,7.05460396900308
"367",2001-03-19,1,2,0,0,"Pred_interv_0.25",5.10410600071851,5.54384305500415
"368",2001-03-19,1,2,0,0,"Conf_interv_97.5",8.7109094835708,25.9647348709088
"369",2001-03-19,3,1,0,0,"mean",6.86708992674614,8.53043912694355
"370",2001-03-19,3,1,0,0,"se",1.46279698647977,7.28533192295387
"371",2001-03-19,3,1,0,0,"Conf_interv_02.5",5.42206250113426,1.0888224500649
"372",2001-03-19,3,1,0,0,"Conf_interv_97.5",9.10796753889004,22.3734757916525
"373",2001-03-19,3,2,0,0,"mean",6.68542787641365,8.46505009522419
"374",2001-03-19,3,2,0,0,"sd",1.50848940505059,7.3308147253982
"375",2001-03-19,3,2,0,0,"Pred_interv_0.25",5.00365116473679,0.934570002412249
"376",2001-03-19,3,2,0,0,"Conf_interv_97.5",9.30908548409539,22.3794847114436
"377",2001-03-19,5,1,0,0,"mean",6.19435210686573,14.9594885391645
"378",2001-03-19,5,1,0,0,"se",0.616332979537717,6.78710030982951
"379",2001-03-19,5,1,0,0,"Conf_interv_02.5",5.5854517354005,6.54095905925928
"380",2001-03-19,5,1,0,0,"Conf_interv_97.5",7.39381559368791,25.5572124430944
"381",2001-03-19,5,2,0,0,"mean",6.42399386533674,14.9742759262465
"382",2001-03-19,5,2,0,0,"sd",0.960210313664312,6.66878805130793
"383",2001-03-19,5,2,0,0,"Pred_interv_0.25",5.49210225323434,6.79548466735108
"384",2001-03-19,5,2,0,0,"Conf_interv_97.5",8.39751991159219,25.4693082194211
"385",2001-03-20,1,1,0,0,"mean",6.66887956458493,18.5714506000918
"386",2001-03-20,1,1,0,0,"se",0.828032372828647,9.01701874516886
"387",2001-03-20,1,1,0,0,"Conf_interv_02.5",5.42647813750975,2.00635753374247
"388",2001-03-20,1,1,0,0,"Conf_interv_97.5",7.61161752949623,26.296283377553
"389",2001-03-20,1,2,0,0,"mean",6.53926869767316,18.6188637347582
"390",2001-03-20,1,2,0,0,"sd",0.976035739169691,8.93843853755293
"391",2001-03-20,1,2,0,0,"Pred_interv_0.25",5.07762165179465,2.00436396522087
"392",2001-03-20,1,2,0,0,"Conf_interv_97.5",7.80568885647063,26.293053310775
"393",2001-03-20,3,1,0,0,"mean",7.60363994085714,15.8501162213983
"394",2001-03-20,3,1,0,0,"se",0.995831926330693,8.3110571248266
"395",2001-03-20,3,1,0,0,"Conf_interv_02.5",5.87332302384286,3.88454159786454
"396",2001-03-20,3,1,0,0,"Conf_interv_97.5",8.95838058980497,26.2393278536081
"397",2001-03-20,3,2,0,0,"mean",7.90799778131152,15.9311514766158
"398",2001-03-20,3,2,0,0,"sd",0.968964284599093,8.3818252830757
"399",2001-03-20,3,2,0,0,"Pred_interv_0.25",6.44965100012109,3.86282716449617
"400",2001-03-20,3,2,0,0,"Conf_interv_97.5",9.42401116191222,26.40606821946
"401",2001-03-20,5,1,0,0,"mean",6.6289972265143,19.7172077991494
"402",2001-03-20,5,1,0,0,"se",0.731181879219267,8.13977539487892
"403",2001-03-20,5,1,0,0,"Conf_interv_02.5",5.45678012650948,3.61159691382019
"404",2001-03-20,5,1,0,0,"Conf_interv_97.5",7.48814061321828,26.2068248419832
"405",2001-03-20,5,2,0,0,"mean",6.45070441435165,19.7328867263017
"406",2001-03-20,5,2,0,0,"sd",0.836170276462816,8.28399698997551
"407",2001-03-20,5,2,0,0,"Pred_interv_0.25",5.42131872740657,3.2809142192405
"408",2001-03-20,5,2,0,0,"Conf_interv_97.5",7.85781758965891,26.4389244764788
"409",2001-03-21,1,1,0,0,"mean",6.24262848745989,11.154224785308
"410",2001-03-21,1,1,0,0,"se",0.872206721511842,9.48769767856244
"411",2001-03-21,1,1,0,0,"Conf_interv_02.5",5.43686902410136,0.860500757507238
"412",2001-03-21,1,1,0,0,"Conf_interv_97.5",7.68320276008159,25.4492814534416
"413",2001-03-21,1,2,0,0,"mean",6.06565355037525,11.0379001164477
"414",2001-03-21,1,2,0,0,"sd",1.06253478134048,9.59417875150086
"415",2001-03-21,1,2,0,0,"Pred_interv_0.25",4.81633814367936,0.656244670357408
"416",2001-03-21,1,2,0,0,"Conf_interv_97.5",8.09855190741878,25.5600330238753
"417",2001-03-21,3,1,0,0,"mean",6.92899493133564,16.0397003432725
"418",2001-03-21,3,1,0,0,"se",1.22048718554873,8.74451106196477
"419",2001-03-21,3,1,0,0,"Conf_interv_02.5",5.40886099515451,1.0947396116441
"420",2001-03-21,3,1,0,0,"Conf_interv_97.5",8.86281628764617,24.3423944853665
"421",2001-03-21,3,2,0,0,"mean",6.83673520404661,15.9395436445536
"422",2001-03-21,3,2,0,0,"sd",1.46167538792396,8.84623309293082
"423",2001-03-21,3,2,0,0,"Pred_interv_0.25",4.73537216953351,0.828386914260941
"424",2001-03-21,3,2,0,0,"Conf_interv_97.5",9.13686279954027,24.2210415387642
"425",2001-03-21,5,1,0,0,"mean",6.11803169942166,11.1684317281046
"426",2001-03-21,5,1,0,0,"se",0.772638203772665,7.9011920430481
"427",2001-03-21,5,1,0,0,"Conf_interv_02.5",5.42384713186987,1.2085952465819
"428",2001-03-21,5,1,0,0,"Conf_interv_97.5",7.54546545380876,22.4000251129201
"429",2001-03-21,5,2,0,0,"mean",6.08117522232892,11.2175695575859
"430",2001-03-21,5,2,0,0,"sd",1.16504613647857,8.01450897779713
"431",2001-03-21,5,2,0,0,"Pred_interv_0.25",4.61791480737122,1.24913576394207
"432",2001-03-21,5,2,0,0,"Conf_interv_97.5",7.90424713944485,22.6673671748656
"433",2001-03-22,1,1,0,0,"mean",7.05190431586962,13.5531050118434
"434",2001-03-22,1,1,0,0,"se",1.06306712079194,9.96997785494773
"435",2001-03-22,1,1,0,0,"Conf_interv_02.5",5.4669694455578,3.30920324465765
"436",2001-03-22,1,1,0,0,"Conf_interv_97.5",8.65748429134835,25.4139818036828
"437",2001-03-22,1,2,0,0,"mean",7.26649146655599,13.5702909108251
"438",2001-03-22,1,2,0,0,"sd",1.13784066419943,10.0774821061326
"439",2001-03-22,1,2,0,0,"Pred_interv_0.25",5.33676421076218,3.1124647831872
"440",2001-03-22,1,2,0,0,"Conf_interv_97.5",9.11026371585156,25.5939201753317
"441",2001-03-22,3,1,0,0,"mean",6.60160785584784,14.8840756225081
"442",2001-03-22,3,1,0,0,"se",0.887639517866715,7.82449649758476
"443",2001-03-22,3,1,0,0,"Conf_interv_02.5",5.6630916389888,4.16115471740461
"444",2001-03-22,3,1,0,0,"Conf_interv_97.5",7.91862486709278,25.3708313540891
"445",2001-03-22,3,2,0,0,"mean",6.44556789335555,14.7645973272591
"446",2001-03-22,3,2,0,0,"sd",0.929740604974745,7.82776759807672
"447",2001-03-22,3,2,0,0,"Pred_interv_0.25",5.2915955518564,3.98124499492219
"448",2001-03-22,3,2,0,0,"Conf_interv_97.5",7.90039851111683,25.1860594443518
"449",2001-03-22,5,1,0,0,"mean",7.01118258818331,17.2844826639924
"450",2001-03-22,5,1,0,0,"se",0.801784505538252,8.27572114350471
"451",2001-03-22,5,1,0,0,"Conf_interv_02.5",5.90425932673089,4.47419648618774
"452",2001-03-22,5,1,0,0,"Conf_interv_97.5",8.10425779776504,26.1035078789516
"453",2001-03-22,5,2,0,0,"mean",7.13978847005052,17.3700097207783
"454",2001-03-22,5,2,0,0,"sd",1.01526112864028,8.39622644065906
"455",2001-03-22,5,2,0,0,"Pred_interv_0.25",5.63585500355449,4.29555348738535
"456",2001-03-22,5,2,0,0,"Conf_interv_97.5",8.85131708306113,26.4195043603802
"457",2001-03-23,1,1,0,0,"mean",7.11965395975549,12.932815835664
"458",2001-03-23,1,1,0,0,"se",1.38323223375983,7.20023604142768
"459",2001-03-23,1,1,0,0,"Conf_interv_02.5",5.49395649918478,4.20734619363768
"460",2001-03-23,1,1,0,0,"Conf_interv_97.5",9.00238206928502,25.760564122321
"461",2001-03-23,1,2,0,0,"mean",7.07662703281266,12.8891082537106
"462",2001-03-23,1,2,0,0,"sd",1.34950447534871,7.23700053167494
"463",2001-03-23,1,2,0,0,"Pred_interv_0.25",5.3393375787872,4.17457944498284
"464",2001-03-23,1,2,0,0,"Conf_interv_97.5",9.03847462112854,25.7925987372804
"465",2001-03-23,3,1,0,0,"mean",6.82006321156657,17.7041207882114
"466",2001-03-23,3,1,0,0,"se",1.18274290037487,8.05390642780323
"467",2001-03-23,3,1,0,0,"Conf_interv_02.5",5.52323784335265,4.3440112458474
"468",2001-03-23,3,1,0,0,"Conf_interv_97.5",8.85378707111948,26.1623628348844
"469",2001-03-23,3,2,0,0,"mean",7.01013710365604,17.6722522455965
"470",2001-03-23,3,2,0,0,"sd",1.02818427871521,8.01474231187935
"471",2001-03-23,3,2,0,0,"Pred_interv_0.25",5.70540781016689,4.37599773599206
"472",2001-03-23,3,2,0,0,"Conf_interv_97.5",8.92697044209224,25.9962135680373
"473",2001-03-23,5,1,0,0,"mean",6.64783043379266,14.6937227773337
"474",2001-03-23,5,1,0,0,"se",1.27154633098899,10.0452068155449
"475",2001-03-23,5,1,0,0,"Conf_interv_02.5",5.43130827242705,1.61408897459374
"476",2001-03-23,5,1,0,0,"Conf_interv_97.5",8.80588239859207,26.3181817670294
"477",2001-03-23,5,2,0,0,"mean",6.65774589014726,14.7365373559771
"478",2001-03-23,5,2,0,0,"sd",1.2761258361577,9.93350058411912
"479",2001-03-23,5,2,0,0,"Pred_interv_0.25",5.31422356210164,1.76539326828359
"480",2001-03-23,5,2,0,0,"Conf_interv_97.5",8.91578396752474,26.2666518851341
"481",2001-03-24,1,1,0,0,"mean",7.0567284646658,19.356485145735
"482",2001-03-24,1,1,0,0,"se",0.804671115665321,8.88097338000302
"483",2001-03-24,1,1,0,0,"Conf_interv_02.5",5.50466946899353,2.73619976221503
"484",2001-03-24,1,1,0,0,"Conf_interv_97.5",7.82053347583398,26.3384036038283
"485",2001-03-24,1,2,0,0,"mean",6.86973971866242,19.4735714654507
"486",2001-03-24,1,2,0,0,"sd",0.873928459197104,8.88282695553691
"487",2001-03-24,1,2,0,0,"Pred_interv_0.25",5.49945014632917,2.80864901919544
"488",2001-03-24,1,2,0,0,"Conf_interv_97.5",8.1047895646853,26.6486832858376
"489",2001-03-24,3,1,0,0,"mean",6.42749608467244,14.6468501634355
"490",2001-03-24,3,1,0,0,"se",0.905111009014523,8.98436548914918
"491",2001-03-24,3,1,0,0,"Conf_interv_02.5",5.39915508926109,1.36601432930411
"492",2001-03-24,3,1,0,0,"Conf_interv_97.5",7.55258409508478,26.1459853646861
"493",2001-03-24,3,2,0,0,"mean",6.60783650111748,14.6991283560772
"494",2001-03-24,3,2,0,0,"sd",0.945033249287297,9.03579103939799
"495",2001-03-24,3,2,0,0,"Pred_interv_0.25",5.50370167130183,1.34289167938015
"496",2001-03-24,3,2,0,0,"Conf_interv_97.5",7.93617869389935,26.3345057537897
"497",2001-03-24,5,1,0,0,"mean",6.65293598812211,12.4341249347894
"498",2001-03-24,5,1,0,0,"se",1.0465989052085,10.2701671916273
"499",2001-03-24,5,1,0,0,"Conf_interv_02.5",5.38160654152523,0.777349808560657
"500",2001-03-24,5,1,0,0,"Conf_interv_97.5",7.95132646513584,26.3568820160095
"501",2001-03-24,5,2,0,0,"mean",6.9485573944397,12.3828111670779
"502",2001-03-24,5,2,0,0,"sd",1.1298367414077,10.2611619233324
"503",2001-03-24,5,2,0,0,"Pred_interv_0.25",5.61342874707048,0.861136653378472
"504",2001-03-24,5,2,0,0,"Conf_interv_97.5",8.64309243348415,26.4132978875841
"505",2001-03-25,1,1,0,0,"mean",6.2442185871877,10.1416685529981
"506",2001-03-25,1,1,0,0,"se",0.934329864639319,10.6759648999199
"507",2001-03-25,1,1,0,0,"Conf_interv_02.5",5.42654782641376,0.703747874544071
"508",2001-03-25,1,1,0,0,"Conf_interv_97.5",7.74888442136977,25.9811003004801
"509",2001-03-25,1,2,0,0,"mean",6.24150091275418,10.1963664762433
"510",2001-03-25,1,2,0,0,"sd",1.01023833243693,10.773574196584
"511",2001-03-25,1,2,0,0,"Pred_interv_0.25",5.39332537915985,0.618912342436564
"512",2001-03-25,1,2,0,0,"Conf_interv_97.5",8.10407519153739,26.270404140204
"513",2001-03-25,3,1,0,0,"mean",6.6541193333976,15.1856596649793
"514",2001-03-25,3,1,0,0,"se",0.854484083735505,9.93649591820169
"515",2001-03-25,3,1,0,0,"Conf_interv_02.5",5.45387326476099,1.13782641783584
"516",2001-03-25,3,1,0,0,"Conf_interv_97.5",7.72037862873407,26.3380914043503
"517",2001-03-25,3,2,0,0,"mean",6.46884758259476,15.2044259735985
"518",2001-03-25,3,2,0,0,"sd",1.0865081569217,9.85786478752027
"519",2001-03-25,3,2,0,0,"Pred_interv_0.25",4.58104571384149,1.11626743358224
"520",2001-03-25,3,2,0,0,"Conf_interv_97.5",7.97839705978073,26.1831731804413
"521",2001-03-25,5,1,0,0,"mean",7.02071864561077,12.0284985273607
"522",2001-03-25,5,1,0,0,"se",1.1792358615125,10.4512302413886
"523",2001-03-25,5,1,0,0,"Conf_interv_02.5",5.37841968018667,0.632602454495682
"524",2001-03-25,5,1,0,0,"Conf_interv_97.5",8.55220458220865,25.3331986629976
"525",2001-03-25,5,2,0,0,"mean",6.9225895135586,12.0968379025914
"526",2001-03-25,5,2,0,0,"sd",1.36829399963162,10.4118184148516
"527",2001-03-25,5,2,0,0,"Pred_interv_0.25",4.69809390887066,0.825320092191288
"528",2001-03-25,5,2,0,0,"Conf_interv_97.5",8.53735642378461,25.3545691426501
"529",2001-03-26,1,1,0,0,"mean",7.13899670590884,9.51801290731034
"530",2001-03-26,1,1,0,0,"se",1.19686768891475,8.20298626171407
"531",2001-03-26,1,1,0,0,"Conf_interv_02.5",5.47225555923946,1.00003935154524
"532",2001-03-26,1,1,0,0,"Conf_interv_97.5",8.86277613387776,24.6578915971352
"533",2001-03-26,1,2,0,0,"mean",7.56023574303632,9.41891685924087
"534",2001-03-26,1,2,0,0,"sd",1.71803041343745,8.09879804392497
"535",2001-03-26,1,2,0,0,"Pred_interv_0.25",4.77960736396082,0.934440253221568
"536",2001-03-26,1,2,0,0,"Conf_interv_97.5",9.60094034357426,24.376766114188
"537",2001-03-26,3,1,0,0,"mean",6.74860203751676,12.4826511996532
"538",2001-03-26,3,1,0,0,"se",1.23270413003021,9.79738333977031
"539",2001-03-26,3,1,0,0,"Conf_interv_02.5",5.38789707513668,0.706037164078485
"540",2001-03-26,3,1,0,0,"Conf_interv_97.5",8.76876081264381,26.1922574258453
"541",2001-03-26,3,2,0,0,"mean",6.71113488314179,12.5411699463726
"542",2001-03-26,3,2,0,0,"sd",1.3004604020529,9.63037153849915
"543",2001-03-26,3,2,0,0,"Pred_interv_0.25",4.84422231170769,1.00081605885362
"544",2001-03-26,3,2,0,0,"Conf_interv_97.5",8.74443281307113,25.999585117111
"545",2001-03-26,5,1,0,0,"mean",7.18533428383106,11.4009841107135
"546",2001-03-26,5,1,0,0,"se",1.2776664605444,7.65999685221937
"547",2001-03-26,5,1,0,0,"Conf_interv_02.5",5.55074162268449,2.46032707203424
"548",2001-03-26,5,1,0,0,"Conf_interv_97.5",9.05009964074239,23.8499579392677
"549",2001-03-26,5,2,0,0,"mean",7.34860752590604,11.3595688796424
"550",2001-03-26,5,2,0,0,"sd",1.35395467187643,7.75169435704766
"551",2001-03-26,5,2,0,0,"Pred_interv_0.25",5.71850254716634,2.33509274459754
"552",2001-03-26,5,2,0,0,"Conf_interv_97.5",9.08013551999666,23.8964018624383
"553",2001-03-27,1,1,0,0,"mean",7.68632244824483,15.179709702636
"554",2001-03-27,1,1,0,0,"se",1.21677899534947,8.29044168751256
"555",2001-03-27,1,1,0,0,"Conf_interv_02.5",5.65621217372217,2.80431500545888
"556",2001-03-27,1,1,0,0,"Conf_interv_97.5",9.11801143637824,25.0549565493199
"557",2001-03-27,1,2,0,0,"mean",7.5293247243952,15.1759090604207
"558",2001-03-27,1,2,0,0,"sd",1.47583174914342,8.21349654044816
"559",2001-03-27,1,2,0,0,"Pred_interv_0.25",5.05805384118099,2.96781117965536
"560",2001-03-27,1,2,0,0,"Conf_interv_97.5",9.11128632827392,25.1684437577637
"561",2001-03-27,3,1,0,0,"mean",7.06442866554438,13.3196012826785
"562",2001-03-27,3,1,0,0,"se",1.21396302622708,10.9587167229364
"563",2001-03-27,3,1,0,0,"Conf_interv_02.5",5.4004431361323,1.27641758113064
"564",2001-03-27,3,1,0,0,"Conf_interv_97.5",8.92651892740479,26.1417554650101
"565",2001-03-27,3,2,0,0,"mean",7.0828255472073,13.3092337346483
"566",2001-03-27,3,2,0,0,"sd",1.15950523705002,10.9509334037184
"567",2001-03-27,3,2,0,0,"Pred_interv_0.25",5.5034295181864,1.29011817402144
"568",2001-03-27,3,2,0,0,"Conf_interv_97.5",9.0319110025209,26.4210280817078
"569",2001-03-27,5,1,0,0,"mean",7.43518590681534,17.925795240325
"570",2001-03-27,5,1,0,0,"se",1.16477643034595,8.20433021067225
"571",2001-03-27,5,1,0,0,"Conf_interv_02.5",5.70606837809118,4.95423358190375
"572",2001-03-27,5,1,0,0,"Conf_interv_97.5",9.13340408021593,25.6725807522624
"573",2001-03-27,5,2,0,0,"mean",7.67165172097864,17.9059057531442
"574",2001-03-27,5,2,0,0,"sd",1.25786569558104,8.19004240153508
"575",2001-03-27,5,2,0,0,"Pred_interv_0.25",6.36626415378279,4.92024902075751
"576",2001-03-27,5,2,0,0,"Conf_interv_97.5",9.7969722594826,25.6049247025735
"577",2001-03-28,1,1,0,0,"mean",6.97084852665606,16.5363583965991
"578",2001-03-28,1,1,0,0,"se",1.20088298431019,8.58018184208006
"579",2001-03-28,1,1,0,0,"Conf_interv_02.5",5.59784706026537,5.48554025365746
"580",2001-03-28,1,1,0,0,"Conf_interv_97.5",8.973911546438,26.2757720663204
"581",2001-03-28,1,2,0,0,"mean",6.89160575642572,16.6089432417725
"582",2001-03-28,1,2,0,0,"sd",1.24414623834946,8.68535009460352
"583",2001-03-28,1,2,0,0,"Pred_interv_0.25",5.38974866313182,5.57806002444068
"584",2001-03-28,1,2,0,0,"Conf_interv_97.5",8.96656561613942,26.4483591880819
"585",2001-03-28,3,1,0,0,"mean",7.08608248383205,10.1545950707231
"586",2001-03-28,3,1,0,0,"se",1.4938244920703,8.19216059858181
"587",2001-03-28,3,1,0,0,"Conf_interv_02.5",5.39587428782934,1.47106644395357
"588",2001-03-28,3,1,0,0,"Conf_interv_97.5",9.08509910240356,23.8460582719239
"589",2001-03-28,3,2,0,0,"mean",7.08230401868283,10.2096913056209
"590",2001-03-28,3,2,0,0,"sd",1.50584651844983,8.34322059295114
"591",2001-03-28,3,2,0,0,"Pred_interv_0.25",5.44687731439996,1.32372646484905
"592",2001-03-28,3,2,0,0,"Conf_interv_97.5",9.27438800439782,24.1667717492134
"593",2001-03-28,5,1,0,0,"mean",6.57034421119758,14.0171240595415
"594",2001-03-28,5,1,0,0,"se",1.15670677639719,8.92774567170483
"595",2001-03-28,5,1,0,0,"Conf_interv_02.5",5.49811974504121,3.25797698317295
"596",2001-03-28,5,1,0,0,"Conf_interv_97.5",8.29745131023508,26.0738386735401
"597",2001-03-28,5,2,0,0,"mean",6.48886818470888,14.0309568397069
"598",2001-03-28,5,2,0,0,"sd",1.49637776565791,8.92971921866908
"599",2001-03-28,5,2,0,0,"Pred_interv_0.25",4.85352455484489,3.15795741723195
"600",2001-03-28,5,2,0,0,"Conf_interv_97.5",9.27464825460252,26.0524444564725
"601",2001-03-29,1,1,0,0,"mean",6.58486872732739,14.8160716166288
"602",2001-03-29,1,1,0,0,"se",1.03674316438052,10.075794239448
"603",2001-03-29,1,1,0,0,"Conf_interv_02.5",5.40509174357645,0.941146870017842
"604",2001-03-29,1,1,0,0,"Conf_interv_97.5",8.15007349487951,25.835573702962
"605",2001-03-29,1,2,0,0,"mean",6.68254770375824,14.8710443973358
"606",2001-03-29,1,2,0,0,"sd",1.03541486293651,10.1043216243103
"607",2001-03-29,1,2,0,0,"Pred_interv_0.25",5.18845146037379,0.96531193871518
"608",2001-03-29,1,2,0,0,"Conf_interv_97.5",8.30631062648432,26.132718840497
"609",2001-03-29,3,1,0,0,"mean",7.44453182651042,15.861876375934
"610",2001-03-29,3,1,0,0,"se",1.0686079743882,7.73000246682093
"611",2001-03-29,3,1,0,0,"Conf_interv_02.5",5.67672276245651,5.4911179554339
"612",2001-03-29,3,1,0,0,"Conf_interv_97.5",8.74079920690096,25.3199231328078
"613",2001-03-29,3,2,0,0,"mean",7.2668501254261,15.6936701941148
"614",2001-03-29,3,2,0,0,"sd",1.34251716972497,7.64423473848267
"615",2001-03-29,3,2,0,0,"Pred_interv_0.25",5.05597807150815,5.22369331468296
"616",2001-03-29,3,2,0,0,"Conf_interv_97.5",8.93689101611803,24.7836149639537
"617",2001-03-29,5,1,0,0,"mean",6.70309359460152,15.5222174414755
"618",2001-03-29,5,1,0,0,"se",0.854412474324035,8.56201068945259
"619",2001-03-29,5,1,0,0,"Conf_interv_02.5",5.45851152186695,1.70844907204546
"620",2001-03-29,5,1,0,0,"Conf_interv_97.5",7.62059222495546,26.3747611585359
"621",2001-03-29,5,2,0,0,"mean",6.83020271058918,15.4342757232796
"622",2001-03-29,5,2,0,0,"sd",1.15167735698195,8.64205306302014
"623",2001-03-29,5,2,0,0,"Pred_interv_0.25",5.1177999009633,1.40990712583635
"624",2001-03-29,5,2,0,0,"Conf_interv_97.5",8.25638224404305,26.5781865004215
"625",2001-03-30,1,1,0,0,"mean",6.62925357016406,12.2927284156779
"626",2001-03-30,1,1,0,0,"se",0.913922331383617,9.07888433069797
"627",2001-03-30,1,1,0,0,"Conf_interv_02.5",5.4928017596613,1.55704208056537
"628",2001-03-30,1,1,0,0,"Conf_interv_97.5",7.81144509911152,26.0306961812974
"629",2001-03-30,1,2,0,0,"mean",6.84033413924684,12.284771689754
"630",2001-03-30,1,2,0,0,"sd",1.00994643055194,9.01355715152854
"631",2001-03-30,1,2,0,0,"Pred_interv_0.25",5.46059629630278,1.77043283182491
"632",2001-03-30,1,2,0,0,"Conf_interv_97.5",8.31989665349247,25.8396832118467
"633",2001-03-30,3,1,0,0,"mean",6.85257190503153,17.285554928862
"634",2001-03-30,3,1,0,0,"se",1.13451650428019,8.82640654078776
"635",2001-03-30,3,1,0,0,"Conf_interv_02.5",5.514774116843,4.5315649775423
"636",2001-03-30,3,1,0,0,"Conf_interv_97.5",8.64657309413833,26.3561304402342
"637",2001-03-30,3,2,0,0,"mean",6.85453846295572,17.3824494886333
"638",2001-03-30,3,2,0,0,"sd",1.03374209688608,8.77913070711297
"639",2001-03-30,3,2,0,0,"Pred_interv_0.25",5.41699861903184,4.64958634171506
"640",2001-03-30,3,2,0,0,"Conf_interv_97.5",8.41579540049085,26.3793134863819
"641",2001-03-30,5,1,0,0,"mean",6.69526881764486,15.6984250574294
"642",2001-03-30,5,1,0,0,"se",0.920398232474934,10.5272927929066
"643",2001-03-30,5,1,0,0,"Conf_interv_02.5",5.39436903082115,0.551744646356174
"644",2001-03-30,5,1,0,0,"Conf_interv_97.5",7.90602672764332,26.0906890180516
"645",2001-03-30,5,2,0,0,"mean",6.85118186185786,15.6141151868285
"646",2001-03-30,5,2,0,0,"sd",1.12313233156924,10.6131500529539
"647",2001-03-30,5,2,0,0,"Pred_interv_0.25",4.97020103255471,0.314121383362788
"648",2001-03-30,5,2,0,0,"Conf_interv_97.5",8.1221184982672,26.2563169233849
"649",2001-03-31,1,1,0,0,"mean",7.17101851094652,15.0951106774377
"650",2001-03-31,1,1,0,0,"se",1.29124331180977,9.0204530846794
"651",2001-03-31,1,1,0,0,"Conf_interv_02.5",5.44654027616002,1.58371021254314
"652",2001-03-31,1,1,0,0,"Conf_interv_97.5",8.9485003111388,25.3178885583204
"653",2001-03-31,1,2,0,0,"mean",7.17792510432416,14.9983106615149
"654",2001-03-31,1,2,0,0,"sd",1.51006542293259,8.98540830888014
"655",2001-03-31,1,2,0,0,"Pred_interv_0.25",4.8976674081051,1.58218029037344
"656",2001-03-31,1,2,0,0,"Conf_interv_97.5",8.88941162883162,25.2480331548756
"657",2001-03-31,3,1,0,0,"mean",6.40189825153951,13.4183945823241
"658",2001-03-31,3,1,0,0,"se",0.869947917746606,9.96704403016257
"659",2001-03-31,3,1,0,0,"Conf_interv_02.5",5.38961997519635,0.633800988369521
"660",2001-03-31,3,1,0,0,"Conf_interv_97.5",7.47034098761201,25.830146002733
"661",2001-03-31,3,2,0,0,"mean",6.2620611506308,13.3176597510099
"662",2001-03-31,3,2,0,0,"sd",0.901944437710126,10.0286551414954
"663",2001-03-31,3,2,0,0,"Pred_interv_0.25",5.01645753038857,0.206885515157052
"664",2001-03-31,3,2,0,0,"Conf_interv_97.5",7.5742213492831,25.896125840622
"665",2001-03-31,5,1,0,0,"mean",6.65007615314218,10.5154724617539
"666",2001-03-31,5,1,0,0,"se",1.23340385767729,9.54596714884501
"667",2001-03-31,5,1,0,0,"Conf_interv_02.5",5.44423481539356,1.07467028033281
"668",2001-03-31,5,1,0,0,"Conf_interv_97.5",8.78661902519002,24.6899782931367
"669",2001-03-31,5,2,0,0,"mean",6.69742913608123,10.562796841094
"670",2001-03-31,5,2,0,0,"sd",1.32208970368381,9.60207899246233
"671",2001-03-31,5,2,0,0,"Pred_interv_0.25",4.78895655191293,1.04149241651811
